Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"mouseOver(findTestObject(""HomePage/Departamentos""))",Chrome 122.0.0.0,,,07-03-2024 10:33:03,07-03-2024 10:33:07,3.436s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:33:07,07-03-2024 10:33:07,0.335s,PASSED
"click(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:33:07,07-03-2024 10:33:07,0.426s,PASSED
"mouseOver(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:33:07,07-03-2024 10:33:08,0.579s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L2CategoryInFlyout_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:33:08,07-03-2024 10:33:08,0.410s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L3CategoriesInFlyout_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:33:08,07-03-2024 10:33:09,0.313s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:33:09,07-03-2024 10:33:31,22.745s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/HomePage/TS_SMOKE_SUITE_007,Chrome 122.0.0.0,To verify the display of Login overlay when Anonymous user click on  Iniciar sesion link,,07-03-2024 10:33:31,07-03-2024 10:34:13,41.761s,PASSED
waitForPageLoad(5),Chrome 122.0.0.0,,,07-03-2024 10:33:32,07-03-2024 10:33:32,0.039s,PASSED
"click(findTestObject(""HomePage/Iniciar sesion""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:33:32,07-03-2024 10:33:32,0.381s,PASSED
"verifyElementPresent(findTestObject(""HomePage/EnterUsername_LP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:33:32,07-03-2024 10:33:39,7.273s,PASSED
"verifyElementPresent(findTestObject(""HomePage/EnterPassword_LP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:33:39,07-03-2024 10:33:40,0.490s,PASSED
navigateToUrl(URL),Chrome 122.0.0.0,,,07-03-2024 10:33:40,07-03-2024 10:33:51,10.880s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:33:51,07-03-2024 10:34:13,22.586s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/HomePage/TS_SMOKE_SUITE_008,Chrome 122.0.0.0,"To verify that the user is navigated to  ""Tiendas""( Store locator) page by clicking on the  “Ubica tu tienda "" link on the header section.",,07-03-2024 10:34:13,07-03-2024 10:34:58,45.118s,PASSED
"click(findTestObject(""HomePage/Tiendas_HP""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:34:13,07-03-2024 10:34:14,0.354s,PASSED
"verifyElementPresent(findTestObject(""SLP/breadCrumb_SLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:34:14,07-03-2024 10:34:16,2.095s,PASSED
"verifyElementPresent(findTestObject(""SLP/Map_Verify_slp""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:34:16,07-03-2024 10:34:24,8.213s,PASSED
"verifyElementPresent(findTestObject(""SLP/find_store_title_SLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:34:24,07-03-2024 10:34:24,0.310s,PASSED
navigateToUrl(URL),Chrome 122.0.0.0,,,07-03-2024 10:34:24,07-03-2024 10:34:36,11.591s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:34:36,07-03-2024 10:34:58,22.471s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/HomePage/TS_SMOKE_SUITE_009,Chrome 122.0.0.0,"To verify that an Anonymous user is navigated to Login page by clicking on the  “Mis pedidos"" link on the header section.",,07-03-2024 10:34:58,07-03-2024 10:35:33,34.273s,FAILED
"click(findTestObject(""HomePage/Mis_comprar""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:34:58,07-03-2024 10:35:10,11.483s,FAILED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:35:10,07-03-2024 10:35:33,22.714s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/HomePage/TS_SMOKE_SUITE_013,Chrome 122.0.0.0,To verify that the user is able to create account from Login overlay,,07-03-2024 10:35:33,07-03-2024 10:37:27,1m - 54.689s,ERROR
"openBrowser("""")",Chrome 122.0.0.0,,,07-03-2024 10:35:33,07-03-2024 10:35:34,1.409s,PASSED
navigateToUrl(URL),Chrome 122.0.0.0,,,07-03-2024 10:35:34,07-03-2024 10:37:04,1m - 29.895s,PASSED
randomemail = a.GenerateRandomEmail.generateRandomEmail(),Chrome 122.0.0.0,,,07-03-2024 10:37:04,07-03-2024 10:37:04,0.036s,ERROR
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:37:04,07-03-2024 10:37:27,23.168s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_039,Chrome 122.0.0.0,To verify that the breadcrumbs are clickable when user has landed on L1 category page.,,07-03-2024 10:37:27,07-03-2024 10:38:09,42.135s,PASSED
"click(findTestObject(""HomePage/Departamentos""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:37:27,07-03-2024 10:37:28,0.396s,PASSED
"verifyElementClickable(findTestObject(""HomePage/L1_Category1_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:37:28,07-03-2024 10:37:28,0.463s,PASSED
"click(findTestObject(""HomePage/L1_Category_HP""))",Chrome 122.0.0.0,,,07-03-2024 10:37:28,07-03-2024 10:37:29,0.369s,PASSED
"verifyElementClickable(findTestObject(""CLPPage/breadCrumb_clp""))",Chrome 122.0.0.0,,,07-03-2024 10:37:29,07-03-2024 10:37:47,18.372s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:37:47,07-03-2024 10:38:09,22.472s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_047,Chrome 122.0.0.0,To verify the display of facets on the item listing page,,07-03-2024 10:38:09,07-03-2024 10:39:01,51.068s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""ropa""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:38:10,07-03-2024 10:38:21,11.634s,PASSED
"verifyElementClickable(findTestObject(""CLPPage/breadCrumb_clp""))",Chrome 122.0.0.0,,,07-03-2024 10:38:21,07-03-2024 10:38:35,14.047s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/CategoríasTitleFacet_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:38:35,07-03-2024 10:38:36,0.300s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/DescontousTitleFacet_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:38:36,07-03-2024 10:38:36,0.527s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/TamanoTitleFacet_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:38:36,07-03-2024 10:38:36,0.322s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/MarcasTitleFacet_PLP""), 0, OPTIONAL)",Chrome 122.0.0.0,,,07-03-2024 10:38:36,07-03-2024 10:38:37,0.665s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/VendidoTitleFacet_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:38:37,07-03-2024 10:38:37,0.310s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/PreciosTitleFacet_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:38:37,07-03-2024 10:38:38,0.730s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:38:38,07-03-2024 10:39:01,22.420s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_048,Chrome 122.0.0.0,To verify the display of price range on the item listing page for multi sku items.,,07-03-2024 10:39:01,07-03-2024 10:40:01,1m - 0.914s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":Multi_Sku_With_Range_Plp], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:39:01,07-03-2024 10:39:12,10.799s,PASSED
"a = getText(findTestObject(""PLPPage/product2_cardPrice_PLP""))",Chrome 122.0.0.0,"verify price range
",,07-03-2024 10:39:12,07-03-2024 10:39:19,7.375s,PASSED
"b = getText(findTestObject(""PLPPage/product-2-DiscountPrice_PLP""))",Chrome 122.0.0.0,"verify price range
",,07-03-2024 10:39:19,07-03-2024 10:39:19,0.317s,PASSED
"a1 = a.contains(""-"")",Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:39:19,0.002s,PASSED
"b1 = b.contains(""-"")",Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:39:19,0.001s,PASSED
out.println(a1),Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:39:19,0.020s,PASSED
out.println(b1),Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:39:19,0.001s,PASSED
if (a1 == true && b1 == true),Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:39:19,0.001s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:39:19,07-03-2024 10:40:01,42.187s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_049,Chrome 122.0.0.0,To verify the display of list price & sale price on the item listing page for single sku items.,,07-03-2024 10:40:01,07-03-2024 10:41:29,1m - 27.782s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":rate_CPandDP], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:40:02,07-03-2024 10:40:58,56.088s,PASSED
"verifyElementVisible(findTestObject(""PLPPage/product1_cardPrice_PLP""))",Chrome 122.0.0.0,"verify selling price
",,07-03-2024 10:40:58,07-03-2024 10:41:04,5.942s,PASSED
"verifyElementVisible(findTestObject(""PLPPage/product1_discountPrice_PLP""))",Chrome 122.0.0.0,"verify listed price
",,07-03-2024 10:41:04,07-03-2024 10:41:06,2.021s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:41:06,07-03-2024 10:41:29,23.658s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_055,Chrome 122.0.0.0,To verify the display of product price range on PDP page for multi sku item.,,07-03-2024 10:41:29,07-03-2024 10:44:05,2m - 35.804s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":ProductRangeMultiSKU], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:41:29,07-03-2024 10:41:39,9.887s,PASSED
"verifyElementPresent(findTestObject(""PDPPage/Colour2_PDP""), 0)",Chrome 122.0.0.0,"verify milti sku
",,07-03-2024 10:41:39,07-03-2024 10:43:49,2m - 9.303s,PASSED
"verifyElementPresent(findTestObject(""PDPPage/minus(-)(priceRange)_PDP""), 0)",Chrome 122.0.0.0,"verify price range
",,07-03-2024 10:43:49,07-03-2024 10:43:52,2.973s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:43:52,07-03-2024 10:44:05,13.556s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_054,Chrome 122.0.0.0,To verify the display of product price on PDP page for single sku item.,,07-03-2024 10:44:05,07-03-2024 10:50:57,6m - 52.238s,FAILED
navigateToUrl(URL),Chrome 122.0.0.0,,,07-03-2024 10:44:05,07-03-2024 10:48:07,4m - 1.322s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""zap""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:48:07,07-03-2024 10:48:26,19.134s,PASSED
"click(findTestObject(""PLPPage/product1_PLP""))",Chrome 122.0.0.0,,,07-03-2024 10:48:26,07-03-2024 10:48:56,30.271s,PASSED
"verifyElementPresent(findTestObject(""PDPPage/Colour1_PDP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:48:56,07-03-2024 10:49:26,30.474s,FAILED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:49:26,07-03-2024 10:50:57,1m - 30.951s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_056,Chrome 122.0.0.0,To verify the display of PDP for single sku,,07-03-2024 10:50:57,07-03-2024 10:53:52,2m - 55.108s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""pantalon""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:50:57,07-03-2024 10:51:37,39.837s,PASSED
"click(findTestObject(""PLPPage/product-2-DiscountPrice_PLP""))",Chrome 122.0.0.0,,,07-03-2024 10:51:37,07-03-2024 10:51:49,12.190s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/ProductName_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:51:49,07-03-2024 10:52:20,30.080s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/ProductID_pdp""))",Chrome 122.0.0.0,,,07-03-2024 10:52:20,07-03-2024 10:52:50,30.083s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/discountPrice_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:52:50,07-03-2024 10:53:20,30.133s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Colour1_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:53:20,07-03-2024 10:53:39,19.599s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Alternate_Img_pdp""))",Chrome 122.0.0.0,,,07-03-2024 10:53:39,07-03-2024 10:53:40,0.307s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/AddToCart_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:53:40,07-03-2024 10:53:40,0.314s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Detail_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:53:40,07-03-2024 10:53:40,0.322s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/breadCrumb_pdp""))",Chrome 122.0.0.0,,,07-03-2024 10:53:40,07-03-2024 10:53:41,0.309s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:53:41,07-03-2024 10:53:52,11.836s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Browse and Shop/TS_SMOKE_SUITE_057,Chrome 122.0.0.0,To verify the display of PDP for multi  sku item,,07-03-2024 10:53:52,07-03-2024 10:54:38,45.550s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":ProductNoRangeMultiSKU], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:53:53,07-03-2024 10:54:04,11.445s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/discountPrice_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:54:04,07-03-2024 10:54:24,19.830s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/breadCrumb_pdp""))",Chrome 122.0.0.0,"
",,07-03-2024 10:54:24,07-03-2024 10:54:24,0.287s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Colour1_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:54:24,07-03-2024 10:54:24,0.300s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Colour2_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:54:24,07-03-2024 10:54:25,0.308s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/AddToCart_PDP""))",Chrome 122.0.0.0,,,07-03-2024 10:54:25,07-03-2024 10:54:25,0.293s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Alternate_Img_pdp""))",Chrome 122.0.0.0,,,07-03-2024 10:54:25,07-03-2024 10:54:25,0.320s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Detail_PDP""))",Chrome 122.0.0.0,"
",,07-03-2024 10:54:25,07-03-2024 10:54:26,0.310s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/ProductName_PDP""))",Chrome 122.0.0.0,"verify pdp price

",,07-03-2024 10:54:26,07-03-2024 10:54:26,0.307s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/ProductID_pdp""))",Chrome 122.0.0.0,"verify pdp price

",,07-03-2024 10:54:26,07-03-2024 10:54:26,0.293s,PASSED
"verifyElementClickable(findTestObject(""PDPPage/Detail_PDP""))",Chrome 122.0.0.0,"verify pdp price

",,07-03-2024 10:54:26,07-03-2024 10:54:27,0.312s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:54:27,07-03-2024 10:54:38,11.443s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Search/TS_SMOKE_SUITE_059,Chrome 122.0.0.0,To verify the default display of the products per page in the search result page,search,07-03-2024 10:54:38,07-03-2024 10:55:19,40.590s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""mac""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:54:38,07-03-2024 10:54:47,9.140s,PASSED
"verifyElementPresent(findTestObject(""PDPPage/product_56_PDP""), 0)",Chrome 122.0.0.0,"last product at a page  not 45

",,07-03-2024 10:54:47,07-03-2024 10:54:56,8.883s,PASSED
"verifyElementNotPresent(findTestObject(""PDPPage/product_57_PDP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:54:56,07-03-2024 10:54:56,0.301s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:54:56,07-03-2024 10:55:19,22.191s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Search/TS_SMOKE_SUITE_060,Chrome 122.0.0.0,To verify the functionality of facet selection in search result page.,,07-03-2024 10:55:19,07-03-2024 10:58:56,3m - 37.631s,PASSED
navigateToUrl(URL),Chrome 122.0.0.0,,,07-03-2024 10:55:19,07-03-2024 10:57:57,2m - 38.059s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""mac""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:57:57,07-03-2024 10:58:07,10.646s,PASSED
waitForPageLoad(0),Chrome 122.0.0.0,,,07-03-2024 10:58:07,07-03-2024 10:58:07,0.015s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/facetes/Facet_Seller_liverpool_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:58:07,07-03-2024 10:58:22,14.911s,PASSED
"a = getText(findTestObject(""PLPPage/Facet_Seller_liverpool_title_PLP""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:58:22,07-03-2024 10:58:23,0.309s,PASSED
"click(findTestObject(""PLPPage/facetes/Facet_Seller_liverpool_PLP""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:58:23,07-03-2024 10:58:23,0.505s,PASSED
"b = getText(findTestObject(""PLPPage/facetes/selectedfacet1_PLP""))",Chrome 122.0.0.0,,,07-03-2024 10:58:23,07-03-2024 10:58:33,10.134s,PASSED
out.println(a),Chrome 122.0.0.0,,,07-03-2024 10:58:33,07-03-2024 10:58:33,0.002s,PASSED
out.println(b),Chrome 122.0.0.0,,,07-03-2024 10:58:33,07-03-2024 10:58:33,0.001s,PASSED
if (a.contains(b)),Chrome 122.0.0.0,,,07-03-2024 10:58:33,07-03-2024 10:58:33,0.013s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:58:33,07-03-2024 10:58:56,22.921s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Search/TS_SMOKE_SUITE_061,Chrome 122.0.0.0,To verify the functionality of pagination in search result page.,search,07-03-2024 10:58:56,07-03-2024 11:00:04,1m - 7.630s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""mac""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:58:56,07-03-2024 10:59:13,16.852s,PASSED
waitForPageLoad(0),Chrome 122.0.0.0,,,07-03-2024 10:59:13,07-03-2024 10:59:13,0.011s,PASSED
"scrollToElement(findTestObject(""PLPPage/pagenation_1_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:59:13,07-03-2024 10:59:21,7.324s,PASSED
"scrollToPosition(450, 0)",Chrome 122.0.0.0,,,07-03-2024 10:59:21,07-03-2024 10:59:21,0.024s,PASSED
"click(findTestObject(""PLPPage/pagenation_2_PLP""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:59:21,07-03-2024 10:59:21,0.428s,PASSED
delay(10),Chrome 122.0.0.0,,,07-03-2024 10:59:21,07-03-2024 10:59:31,10.006s,PASSED
a1 = getUrl(),Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.026s,PASSED
out.println(a1),Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.001s,PASSED
"a = a1.contains(""page-2"")",Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.001s,PASSED
out.println(a),Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.000s,PASSED
"scrollToElement(findTestObject(""PLPPage/pagenation_1_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.292s,PASSED
waitForPageLoad(0),Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:31,0.018s,PASSED
"click(findTestObject(""PLPPage/pagenation_1_PLP""), STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 10:59:31,07-03-2024 10:59:32,0.376s,PASSED
delay(10),Chrome 122.0.0.0,,,07-03-2024 10:59:32,07-03-2024 10:59:42,10.004s,PASSED
if (a == true),Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 10:59:42,0.003s,PASSED
b1 = getUrl(),Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 10:59:42,0.011s,PASSED
"b = b1.contains(""page-1"")",Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 10:59:42,0.001s,PASSED
out.println(b1),Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 10:59:42,0.001s,PASSED
if (b == true),Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 10:59:42,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 122.0.0.0,,,07-03-2024 10:59:42,07-03-2024 11:00:04,22.093s,ERROR
,,,,,,,
Test Cases/ArangeByLogin/Search/TS_SMOKE_SUITE_062,Chrome 122.0.0.0,To verify display of price for the product in search result page.,,07-03-2024 11:00:04,07-03-2024 11:00:45,41.274s,PASSED
"callTestCase(findTestCase(""CommonMethods/SearchForAProduct_search""), [""searchTerm"":""vaso""], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,07-03-2024 11:00:04,07-03-2024 11:00:14,9.993s,PASSED
waitForPageLoad(0),Chrome 122.0.0.0,,,07-03-2024 11:00:14,07-03-2024 11:00:14,0.012s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/product1_cardPrice_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 11:00:14,07-03-2024 11:00:22,7.800s,PASSED
"verifyElementPresent(findTestObject(""PLPPage/product1_discountPrice_PLP""), 0)",Chrome 122.0.0.0,,,07-03-2024 11:00:22,07-03-2024 11:00:22,0.323s,PASSED
